NC_000117.1	20663	21082		minus	uncharacterized gene	tmRNA	884092	misc_RNA				CT_s01
NC_000117.1	20663	21082		minus	10Sa RNA	tmRNA	884092	other				CT_s01
NC_000117.1	21432	24542		plus	isoleucine--tRNA ligase	ileS	884097	protein-coding		NP_219521.1	1036	CT_019
NC_000117.1	24601	26487		minus	signal peptidase I	lepB	884162	protein-coding		NP_219522.1	628	CT_020
NC_000117.1	26673	27416		minus	hypothetical protein		884158	protein-coding		NP_219523.1	247	CT_021
NC_000117.1	27492	27818		plus	50S ribosomal protein L31 type B	rl31	884156	protein-coding		NP_219524.1	108	CT_022
NC_000117.1	28006	29085		plus	peptide chain release factor	prfA	884175	protein-coding		NP_219525.1	359	CT_023
NC_000117.1	29069	29941		plus	release factor glutamine methyltransferase		884173	protein-coding		NP_219526.1	290	CT_024
NC_000117.1	29938	31284		plus	signal recognition particle GTPase	ffh	884176	protein-coding		NP_219527.1	448	CT_025
NC_000117.1	31275	31625		plus	30S ribosomal protein S16	rs16	884177	protein-coding		NP_219528.1	116	CT_026
NC_000117.1	31641	32699		plus	tRNA (guanine N-1) methyltransferase	trmD	884073	protein-coding		NP_219529.1	352	CT_027
NC_000117.1	32725	33090		plus	50S ribosomal protein L19	rl19	884154	protein-coding		NP_219530.1	121	CT_028
NC_000117.1	33154	33807		plus	ribonuclease HII	rnhB_2	884152	protein-coding		NP_219531.1	217	CT_029
NC_000117.1	33798	34415		plus	guanylate kinase	gmk	884151	protein-coding		NP_219532.1	205	CT_030
NC_000117.1	34408	34710		plus	hypothetical protein		884149	protein-coding		NP_219533.1	100	CT_031
NC_000117.1	34710	36362		plus	methionine--tRNA ligase	metG	884148	protein-coding		NP_219534.1	550	CT_032
NC_000117.1	36502	38742		minus	exodeoxyribonuclease V subunit alpha	recD_1	884083	protein-coding		NP_219535.1	746	CT_033
NC_000117.1	38990	40015		minus	membrane transport/efflux protein	ytfF	884132	protein-coding		NP_219536.1	341	CT_034
NC_000117.1	40354	41127		plus	hypothetical protein		884082	protein-coding		NP_219537.1	257	CT_035
NC_000117.1	41092	42303		minus	hypothetical protein		884200	protein-coding		NP_219538.1	403	CT_036
NC_000117.1	42310	42666		minus	hypothetical protein		884081	protein-coding		NP_219539.1	118	CT_037
NC_000117.1	42730	42801		minus	uncharacterized gene	tRNAAsn	884079	tRNA				CT_t01
NC_000117.1	42730	42801		minus	tRNA-Asn	tRNAAsn	884079	other				CT_t01
NC_000117.1	42865	43215		minus	hypothetical protein		884072	protein-coding		NP_219540.1	116	CT_038
NC_000117.1	43231	43803		minus	deoxycytidine triphosphate deaminase	dcd	884070	protein-coding		NP_219541.1	190	CT_039
NC_000117.1	43891	44043		plus	hypothetical protein		884066	protein-coding		NP_219542.1	50	CT_039.1
NC_000117.1	44085	45089		plus	Holliday junction DNA helicase RuvB	ruvB	884059	protein-coding		NP_219543.1	334	CT_040
NC_000117.1	45091	45903		plus	hypothetical protein		884057	protein-coding		NP_219544.1	270	CT_041
NC_000117.1	45965	47965		minus	glycogen hydrolase	glgX	884056	protein-coding		NP_219545.1	666	CT_042
NC_000117.1	48083	48586		minus	type III secretion system chaperone		884043	protein-coding		NP_219546.1	167	CT_043
NC_000117.1	49052	49525		plus	single-stranded DNA-binding protein	ssb	884036	protein-coding		NP_219547.1	157	CT_044
NC_000117.1	49866	51365		plus	cytosol aminopeptidase	pepA	884033	protein-coding		NP_219548.1	499	CT_045
NC_000117.1	51504	52115		plus	histone-like protein	hctB	884071	protein-coding		NP_219549.1	203	CT_046
NC_000117.1	52270	53214		plus	hypothetical protein		884074	protein-coding		NP_219550.1	314	CT_047
NC_000117.1	53309	54022		plus	SAM-dependent methyltransferase	yraL	884037	protein-coding		NP_219551.1	237	CT_048
NC_000117.1	54113	55585		plus	hypothetical protein		884046	protein-coding		NP_219552.1	490	CT_049
NC_000117.1	55644	57254		minus	hypothetical protein		884049	protein-coding		NP_219553.1	536	CT_050
NC_000117.1	57358	58920		minus	hypothetical protein		884040	protein-coding		NP_219554.1	520	CT_051
NC_000117.1	58974	60110		minus	coproporphyrinogen-III oxidase	hemN_1	884044	protein-coding		NP_219555.1	378	CT_052
NC_000117.1	60100	60546		minus	hypothetical protein		884052	protein-coding		NP_219556.1	148	CT_053
NC_000117.1	60878	63595		plus	2-oxoglutarate dehydrogenase subunit E1	sucA	884178	protein-coding		NP_219557.1	905	CT_054
NC_000117.1	63599	64696		plus	2-oxoglutarate dehydrogenase complex subunit dihydrolipoyllysine-residue succinyltransferase	sucB_1	884047	protein-coding		NP_219558.1	365	CT_055
NC_000117.1	64725	65456		minus	hypothetical protein		884174	protein-coding		NP_219559.1	243	CT_056
NC_000117.1	65465	67273		minus	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	gcpE	884045	protein-coding		NP_219560.1	602	CT_057
NC_000117.1	67425	68528		minus	hypothetical protein		884054	protein-coding		NP_219561.1	367	CT_058
NC_000117.1	68608	68883		minus	ferredoxin	fer	884034	protein-coding		NP_219562.1	91	CT_059
NC_000117.1	68921	68995		minus	uncharacterized gene	tRNAPro_1	884064	tRNA				CT_t02
NC_000117.1	68921	68995		minus	tRNA-Pro	tRNAPro_1	884064	other				CT_t02
NC_000117.1	69065	70882		plus	type III secretion system protein		884075	protein-coding		NP_219563.1	605	CT_060
NC_000117.1	70990	71751		plus	RNA polymerase sigma factor sigma-28		884068	protein-coding		NP_219564.1	253	CT_061
NC_000117.1	71910	73148		plus	tyrosine--tRNA ligase	tyrS	884058	protein-coding		NP_219565.1	412	CT_062
NC_000117.1	73158	74600		plus	6-phosphogluconate dehydrogenase	gnd	884061	protein-coding		NP_219566.1	480	CT_063
NC_000117.1	74661	76469		minus	elongation factor 4	lepA	884077	protein-coding		NP_219567.1	602	CT_064
NC_000117.1	76655	78241		minus	ADP, ATP carrier protein		884078	protein-coding		NP_219568.1	528	CT_065
NC_000117.1	78592	79068		minus	hypothetical protein		884076	protein-coding		NP_219569.1	158	CT_066
NC_000117.1	79726	80706		plus	ABC transporter substrate-binding protein	ytgA	884065	protein-coding		NP_219570.1	326	CT_067
NC_000117.1	80699	81478		plus	ABC transporter ATP-binding protein	ytgB_1	884107	protein-coding		NP_219571.1	259	CT_068
NC_000117.1	81479	82834		plus	ABC transporter permease	ytgC	884103	protein-coding		NP_219572.1	451	CT_069
NC_000117.1	82824	83780		plus	ABC transporter permease	ytgD	884102	protein-coding		NP_219573.1	318	CT_070
NC_000117.1	83807	84946		plus	1-deoxy-D-xylulose 5-phosphate reductoisomerase	yaeM	884112	protein-coding		NP_219574.1	379	CT_071
NC_000117.1	85142	87001		plus	zinc metalloprotease	yaeL	884110	protein-coding		NP_219575.1	619	CT_072
NC_000117.1	86948	87925		minus	hypothetical protein		884108	protein-coding		NP_219576.1	325	CT_073
NC_000117.1	88083	89180		minus	recombination protein F	recF	884122	protein-coding		NP_219577.1	365	CT_074
NC_000117.1	89180	90430		minus	DNA polymerase III subunit beta	dnaN	884117	protein-coding		NP_219578.1	416	CT_075
NC_000117.1	90560	91015		plus	SsrA-binding protein	smpB	884115	protein-coding		NP_219579.1	151	CT_076
NC_000117.1	90993	91943		minus	thiamine biosynthesis lipoprotein		884131	protein-coding		NP_219580.1	316	CT_077
NC_000117.1	91913	92776		minus	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase	folD	884128	protein-coding		NP_219581.1	287	CT_078
NC_000117.1	92894	93337		minus	hypothetical protein		884124	protein-coding		NP_219582.1	147	CT_079
NC_000117.1	93614	93907		plus	late transcription unit protein B	ltuB	884137	protein-coding		NP_219583.1	97	CT_080
NC_000117.1	93964	94260		plus	hypothetical protein		884135	protein-coding		NP_219584.1	98	CT_081
NC_000117.1	94270	95952		plus	hypothetical protein		884133	protein-coding		NP_219585.1	560	CT_082
NC_000117.1	95949	96431		plus	hypothetical protein		884142	protein-coding		NP_219586.1	160	CT_083
NC_000117.1	96445	97530		minus	phospholipase		884141	protein-coding		NP_219587.1	361	CT_084
NC_000117.1	97700	99439		minus	decarboxylase		884138	protein-coding		NP_219588.1	579	CT_085
NC_000117.1	99565	99834		minus	50S ribosomal protein L28	rl28	884153	protein-coding		NP_219589.1	89	CT_086
NC_000117.1	99983	101566		minus	4-alpha glucanotransferase	malQ	884150	protein-coding		NP_219590.1	527	CT_087
NC_000117.1	101570	102010		minus	type III secretion chaperone	sycE	884143	protein-coding		NP_219591.1	146	CT_088
NC_000117.1	102048	103313		minus	low calcium response protein E	lcrE	884160	protein-coding		NP_219592.1	421	CT_089
NC_000117.1	103331	105457		minus	low calcium response protein D	lcrD	884159	protein-coding		NP_219593.1	708	CT_090
NC_000117.1	105457	106539		minus	type III secretion system protein		884155	protein-coding		NP_219594.1	360	CT_091
NC_000117.1	106796	107896		plus	GTPase	ychF	884164	protein-coding		NP_219595.1	366	CT_092
NC_000117.1	107905	108810		minus	bifunctional riboflavin kinase/FMN adenylyltransferase	ribF	884163	protein-coding		NP_219596.1	301	CT_093
NC_000117.1	108767	109492		minus	tRNA pseudouridine synthase B	truB	884161	protein-coding		NP_219597.1	241	CT_094
NC_000117.1	109530	109901		minus	ribosome-binding factor A	rbfA	884166	protein-coding		NP_219598.1	123	CT_095
NC_000117.1	109908	112586		minus	translation initiation factor IF-2	infB	884165	protein-coding		NP_219599.1	892	CT_096
NC_000117.1	112543	113847		minus	transcription termination/antitermination protein NusA	nusA	884167	protein-coding		NP_219600.1	434	CT_097
NC_000117.1	113965	115674		minus	30S ribosomal protein S1	rs1	884179	protein-coding		NP_219601.1	569	CT_098
NC_000117.1	115919	116974		plus	thioredoxin reductase	trxB	884181	protein-coding		NP_219602.1	351	CT_099
NC_000117.1	116980	117339		plus	holo-[acyl-carrier-protein] synthase	acpS	884180	protein-coding		NP_219603.1	119	CT_100
NC_000117.1	117340	117801		minus	hypothetical protein		884183	protein-coding		NP_219604.1	153	CT_101
NC_000117.1	117936	118397		plus	hypothetical protein		884182	protein-coding		NP_219605.1	153	CT_102
NC_000117.1	118432	119328		plus	hypothetical protein		884185	protein-coding		NP_219606.1	298	CT_103
NC_000117.1	119318	120214		minus	enoyl-(acyl carrier protein) reductase	fabI	884118	protein-coding		NP_219607.1	298	CT_104
NC_000117.1	120452	122422		plus	hypothetical protein		884093	protein-coding		NP_219608.1	656	CT_105
NC_000117.1	122535	123446		minus	tRNA pseudouridine synthase A	yceC	884116	protein-coding		NP_219609.1	303	CT_106
NC_000117.1	123493	124602		plus	A/G-specific adenine glycosylase	mutY	884111	protein-coding		NP_219610.1	369	CT_107
NC_000117.1	124652	125407		plus	hypothetical protein		884109	protein-coding		NP_219611.1	251	CT_108
NC_000117.1	125420	126208		minus	hypothetical protein		884157	protein-coding		NP_219612.1	262	CT_109
NC_000117.1	126336	127970		minus	chaperonin GroEL	groEL_1	884030	protein-coding		NP_219613.1	544	CT_110
NC_000117.1	128008	128316		minus	co-chaperonin GroES	groES	884062	protein-coding		NP_219614.1	102	CT_111
NC_000117.1	128488	130314		minus	oligoendopeptidase F	pepF	884032	protein-coding		NP_219615.1	608	CT_112
NC_000117.1	130617	133220		plus	chaperone protein ClpB	clpB	884031	protein-coding		NP_219616.1	867	CT_113
NC_000117.1	133246	134706		plus	hypothetical protein		884055	protein-coding		NP_219617.1	486	CT_114
NC_000117.1	134936	135361		plus	inclusion membrane protein D		884060	protein-coding		NP_219618.1	141	CT_115
NC_000117.1	135444	135842		plus	inclusion membrane protein E		884146	protein-coding		NP_219619.1	132	CT_116
NC_000117.1	135847	136161		plus	inclusion membrane protein F		884080	protein-coding		NP_219620.1	104	CT_117
NC_000117.1	136248	136751		plus	inclusion membrane protein G		884170	protein-coding		NP_219621.1	167	CT_118
NC_000117.1	136917	137738		minus	inclusion membrane protein A	incA	884147	protein-coding		NP_219622.1	273	CT_119
NC_000117.1	137816	138058		minus	hypothetical protein		884168	protein-coding		NP_219623.1	80	CT_120
NC_000117.1	138142	138843		plus	ribulose-phosphate 3-epimerase	araD	884169	protein-coding		NP_219624.1	233	CT_121
NC_000117.1	138830	139387		plus	elongation factor P	efp_1	884171	protein-coding		NP_219625.1	185	CT_122
NC_000117.1	139400	139894		plus	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	accB	884172	protein-coding		NP_219626.1	164	CT_123
NC_000117.1	139898	141271		plus	acetyl-CoA carboxylase biotin carboxylase subunit	accC	884063	protein-coding		NP_219627.1	457	CT_124
NC_000117.1	141494	141946		plus	50S ribosomal protein L13	rl13	884106	protein-coding		NP_219628.1	150	CT_125
NC_000117.1	141972	142361		plus	30S ribosomal protein S9	rs9	884121	protein-coding		NP_219629.1	129	CT_126
NC_000117.1	142409	143260		minus	hypothetical protein		884101	protein-coding		NP_219630.1	283	CT_127
NC_000117.1	143356	144093		minus	adenylate kinase	adk	884113	protein-coding		NP_219631.1	245	CT_128
NC_000117.1	144300	144944		plus	ABC transporter permease	glnP	884130	protein-coding		NP_219632.1	214	CT_129
NC_000117.1	144941	145642		plus	ABC transporter ATP-binding protein	glnQ	884094	protein-coding		NP_219633.1	233	CT_130
NC_000117.1	145645	149061		minus	hypothetical protein		884114	protein-coding		NP_219634.1	1138	CT_131
NC_000117.1	149058	150335		minus	hypothetical protein		884120	protein-coding		NP_219635.1	425	CT_132
NC_000117.1	150413	151216		minus	methyltransferase		884100	protein-coding		NP_219636.1	267	CT_133
NC_000117.1	151671	152084		plus	hypothetical protein		884134	protein-coding		NP_219637.1	137	CT_134
NC_000117.1	152143	153225		plus	hypothetical protein		884125	protein-coding		NP_219638.1	360	CT_135
NC_000117.1	153315	154034		plus	phospholipase-carboxylesterase family protein		884127	protein-coding		NP_219639.1	239	CT_136
NC_000117.1	154053	154898		plus	threonylcarbamoyl-AMP synthase	ywlC	884086	protein-coding		NP_219640.1	281	CT_137
NC_000117.1	154876	155823		plus	microsomal dipeptidase		884126	protein-coding		NP_219641.1	315	CT_138
NC_000117.1	155820	157100		minus	oligopeptide ABC transporter substrate-binding protein	oppA_1	884129	protein-coding		NP_219642.1	426	CT_139
NC_000117.1	157277	157963		plus	hypothetical protein		884136	protein-coding		NP_219643.1	228	CT_140
NC_000117.1	158147	158593		plus	preprotein translocase SecA	secA_1	884089	protein-coding		NP_219644.1	148	CT_141
NC_000117.1	158662	158734		plus	uncharacterized gene	tRNAThr_1	884144	tRNA				CT_t03
NC_000117.1	158662	158734		plus	tRNA-Thr	tRNAThr_1	884144	other				CT_t03
NC_000117.1	158744	158826		plus	uncharacterized gene	tRNATyr	884041	tRNA				CT_t04
NC_000117.1	158744	158826		plus	tRNA-Tyr	tRNATyr	884041	other				CT_t04
NC_000117.1	158993	159850		plus	hypothetical protein		884051	protein-coding		NP_219645.1	285	CT_142
NC_000117.1	159852	160694		plus	hypothetical protein		884192	protein-coding		NP_219646.1	280	CT_143
NC_000117.1	160694	161551		plus	hypothetical protein		884190	protein-coding		NP_219647.1	285	CT_144
NC_000117.1	161737	163581		plus	serine/threonine protein kinase		884193	protein-coding		NP_219648.1	614	CT_145
NC_000117.1	163592	165583		plus	NAD-dependent DNA ligase LigA	dnlJ	884189	protein-coding		NP_219649.1	663	CT_146
NC_000117.1	165681	170030		plus	hypothetical protein		884191	protein-coding		NP_219650.1	1449	CT_147
NC_000117.1	170093	171616		minus	FAD-dependent monooxygenase	mhpA	884186	protein-coding		NP_219651.1	507	CT_148
NC_000117.1	171816	172763		minus	hypothetical protein		884188	protein-coding		NP_219652.1	315	CT_149
NC_000117.1	173162	173320		plus	50S ribosomal protein L33	rl33	884187	protein-coding		NP_219653.1	52	CT_150
NC_000117.1	173356	174867		plus	lipoprotein releasing system ABC transporter permease		884139	protein-coding		NP_219654.1	503	CT_151
NC_000117.1	174874	175551		plus	lipoprotein releasing system ABC transporter ATP-binding protein	ycfV	884184	protein-coding		NP_219655.1	225	CT_152
NC_000117.1	175702	178134		minus	MAC/perforin family protein		884123	protein-coding		NP_219656.1	810	CT_153
NC_000117.1	178320	179471		minus	hypothetical protein		884119	protein-coding		NP_219657.1	383	CT_154
NC_000117.1	179440	180381		minus	phosphatidylcholine-hydrolyzing phospholipase D		884098	protein-coding		NP_219658.1	313	CT_155
NC_000117.1	180261	180602		minus	hypothetical protein		884099	protein-coding		NP_219659.1	113	CT_156
NC_000117.1	180738	181952		minus	phospholipase		884104	protein-coding		NP_219660.1	404	CT_157
NC_000117.1	182076	182792		minus	phospholipase		884105	protein-coding		NP_219661.3	238	CT_158
NC_000117.1	182735	183667		minus	hypothetical protein		884069	protein-coding		NP_219662.1	310	CT_159
NC_000117.1	183813	184316		minus	hypothetical protein		884194	protein-coding		NP_219663.1	167	CT_160
NC_000117.1	184313	185053		minus	hypothetical protein		884140	protein-coding		NP_219664.1	246	CT_161
NC_000117.1	185201	185440		minus	hypothetical protein		884198	protein-coding		NP_219665.1	79	CT_162
NC_000117.1	185673	187319		plus	hypothetical protein		884039	protein-coding		NP_219666.1	548	CT_163
NC_000117.1	187372	187632		plus	hypothetical protein		884199	protein-coding		NP_219667.1	86	CT_164
NC_000117.1	188106	188552		plus	hypothetical protein		884197	protein-coding		NP_219668.1	148	CT_165
NC_000117.1	188549	190468		plus	hypothetical protein		884963	protein-coding		NP_219669.1	639	CT_166
NC_000117.1	190524	191855		plus	hypothetical protein		884965	protein-coding		NP_219670.1	443	CT_167
NC_000117.1	191921	192223		plus	hypothetical protein		884960	protein-coding		NP_219671.1	100	CT_168
NC_000117.1	192279	192563		plus	Trp operon repressor	trpR	884964	protein-coding		NP_219672.1	94	CT_169
NC_000117.1	192912	194090		plus	tryptophan synthase subunit beta	trpB	884961	protein-coding		NP_219673.1	392	CT_170
NC_000117.1	194083	194844		plus	tryptophan synthase subunit alpha	trpA	884962	protein-coding		NP_219674.1	253	CT_171
NC_000117.1	195091	195582		minus	hypothetical protein		884959	protein-coding		NP_219675.1	163	CT_172
NC_000117.1	195610	195780		minus	hypothetical protein		884958	protein-coding		NP_219676.1	56	CT_172.1
NC_000117.1	195848	196120		minus	hypothetical protein		884957	protein-coding		NP_219677.1	90	CT_173
NC_000117.1	196207	196662		minus	hypothetical protein		884956	protein-coding		NP_219678.1	151	CT_174
NC_000117.1	196857	198446		plus	oligopeptide ABC transporter substrate-binding protein	oppA_2	884954	protein-coding		NP_219679.1	529	CT_175
NC_000117.1	198473	198880		minus	disulfide oxidoreductase	dsbB	884955	protein-coding		NP_219680.1	135	CT_176
NC_000117.1	198877	199593		minus	hypothetical protein	dsbG	884953	protein-coding		NP_219681.1	238	CT_177
NC_000117.1	199739	200953		plus	hypothetical protein		884952	protein-coding		NP_219682.1	404	CT_178
NC_000117.1	200955	201467		minus	hypothetical protein		884951	protein-coding		NP_219683.3	170	CT_179
NC_000117.1	201611	202303		minus	ABC transporter ATP-binding protein	tauB	884947	protein-coding		NP_219684.1	230	CT_180
NC_000117.1	202341	202414		minus	uncharacterized gene	tRNAIle	884950	tRNA				CT_t05
NC_000117.1	202341	202414		minus	tRNA-Ile	tRNAIle	884950	other				CT_t05
NC_000117.1	202420	202492		minus	uncharacterized gene	tRNAAla_1	884949	tRNA				CT_t06
NC_000117.1	202420	202492		minus	tRNA-Ala	tRNAAla_1	884949	other				CT_t06
NC_000117.1	202611	203321		minus	hypothetical protein		884948	protein-coding		NP_219685.1	236	CT_181
NC_000117.1	203689	204453		plus	3-deoxy-manno-octulosonate cytidylyltransferase	kdsB	884946	protein-coding		NP_219686.1	254	CT_182
NC_000117.1	204429	206048		plus	CTP synthetase	pyrG	884940	protein-coding		NP_219687.1	539	CT_183
NC_000117.1	206035	206481		plus	Holliday junction resolvase		884945	protein-coding		NP_219688.1	148	CT_184
NC_000117.1	206802	208121		plus	glucose-6-phosphate 1-dehydrogenase	zwf	884944	protein-coding		NP_219689.3	439	CT_185
NC_000117.1	208146	208916		plus	6-phosphogluconolactonase	devB	884943	protein-coding		NP_219690.1	256	CT_186
NC_000117.1	208913	209785		minus	DNA polymerase III subunit delta'	dnaX_1	884939	protein-coding		NP_219691.1	290	CT_187
NC_000117.1	209799	210410		minus	thymidylate kinase	tdk	884942	protein-coding		NP_219692.1	203	CT_188
NC_000117.1	210412	212922		minus	DNA gyrase subunit A	gyrA_1	884941	protein-coding		NP_219693.1	836	CT_189
NC_000117.1	212937	215351		minus	DNA gyrase subunit B	gyrB_1	884937	protein-coding		NP_219694.1	804	CT_190
NC_000117.1	215354	215704		minus	hypothetical protein		884929	protein-coding		NP_219695.1	116	CT_191
NC_000117.1	215851	216624		minus	inclusion membrane protein		884938	protein-coding		NP_219696.1	257	CT_192
NC_000117.1	216651	217769		minus	queuine tRNA ribosyltransferase	tgt	884936	protein-coding		NP_219697.1	372	CT_193
NC_000117.1	217896	219308		minus	magnesium transport protein	mgtE	884933	protein-coding		NP_219698.1	470	CT_194
NC_000117.1	219747	220838		minus	hypothetical protein		884935	protein-coding		NP_219699.1	363	CT_195
NC_000117.1	221062	221382		plus	inclusion membrane protein		884934	protein-coding		NP_219700.1	106	CT_196
NC_000117.1	221458	222474		plus	tRNA N6-adenosine threonylcarbamoyltransferase		884930	protein-coding		NP_219701.1	338	CT_197
NC_000117.1	222438	223994		plus	oligopeptide ABC transporter substrate-binding protein	oppA_3	884932	protein-coding		NP_219702.1	518	CT_198
NC_000117.1	224153	225094		plus	oligopeptide ABC transporter permease	oppB_1	884931	protein-coding		NP_219703.1	313	CT_199
NC_000117.1	225126	225971		plus	oligopeptide ABC transporter permease	oppC_1	884927	protein-coding		NP_219704.1	281	CT_200
NC_000117.1	225964	226797		plus	oligopeptide ABC transporter ATP-binding protein	oppD	884928	protein-coding		NP_219705.1	277	CT_201
NC_000117.1	226812	227555		plus	oligopeptide ABC transporter ATP-binding protein	oppF	884925	protein-coding		NP_219706.1	247	CT_202
NC_000117.1	227862	228617		plus	hypothetical protein		884926	protein-coding		NP_219707.1	251	CT_203
NC_000117.1	228647	230062		plus	sodium:sulfate symporter	ybhI	884923	protein-coding		NP_219708.1	471	CT_204
NC_000117.1	230082	231743		plus	pyrophosphate--fructose 6-phosphate 1-phosphotransferase	pfkA_1	884920	protein-coding		NP_219709.1	553	CT_205
NC_000117.1	231752	232600		plus	acyltransferase		884924	protein-coding		NP_219710.1	282	CT_206
NC_000117.1	232582	234228		plus	pyrophosphate--fructose 6-phosphate 1-phosphotransferase	pfkA_2	884922	protein-coding		NP_219711.1	548	CT_207
NC_000117.1	234283	234356		minus	uncharacterized gene	tRNAMet_3	884921	tRNA				CT_t07
NC_000117.1	234283	234356		minus	tRNA-Met	tRNAMet_3	884921	other				CT_t07
NC_000117.1	234375	234448		minus	uncharacterized gene	tRNAMet_1	884919	tRNA				CT_t08
NC_000117.1	234375	234448		minus	tRNA-Met	tRNAMet_1	884919	other				CT_t08
NC_000117.1	234474	235769		minus	3-deoxy-D-manno-octulosonic acid transferase	gseA	884918	protein-coding		NP_219712.1	431	CT_208
NC_000117.1	235766	238225		minus	leucine--tRNA ligase	leuS	884917	protein-coding		NP_219713.1	819	CT_209
NC_000117.1	238422	239690		plus	glutamate-1-semialdehyde-2,1-aminomutase	hemL	884916	protein-coding		NP_219714.1	422	CT_210
NC_000117.1	239682	240251		minus	hypothetical protein		884914	protein-coding		NP_219715.1	189	CT_211
NC_000117.1	240271	240717		minus	hypothetical protein		884915	protein-coding		NP_219716.1	148	CT_212
NC_000117.1	240707	241435		minus	ribose-5-phosphate isomerase A	rpiA	884912	protein-coding		NP_219717.1	242	CT_213
NC_000117.1	241530	243173		minus	inclusion membrane protein		884910	protein-coding		NP_219718.1	547	CT_214
NC_000117.1	243477	244523		plus	1,6-fructose bisphosphate aldolase	dhnA	884913	protein-coding		NP_219719.1	348	CT_215
NC_000117.1	244537	245937		plus	glutamate/gamma-aminobutyrate antiporter	xasA	884908	protein-coding		NP_219720.1	466	CT_216
NC_000117.1	246091	246795		plus	hypothetical protein	ydaO	884911	protein-coding		NP_219721.1	234	CT_217
NC_000117.1	246926	247777		plus	5'-nucleotidase SurE	surE	884909	protein-coding		NP_219722.1	283	CT_218
NC_000117.1	247889	248797		plus	4-hydroxybenzoate octaprenyltransferase	ubiA	884907	protein-coding		NP_219723.1	302	CT_219
NC_000117.1	248794	249372		plus	aromatic acid decarboxylase	ubiX	884904	protein-coding		NP_219724.1	192	CT_220
NC_000117.1	249369	250265		minus	hypothetical protein	yqfU	884906	protein-coding		NP_219725.1	298	CT_221
NC_000117.1	250289	250362		minus	uncharacterized gene	tRNAAsp	884905	tRNA				CT_t09
NC_000117.1	250289	250362		minus	tRNA-Asp	tRNAAsp	884905	other				CT_t09
NC_000117.1	250370	250442		minus	uncharacterized gene	tRNAVal_1	884902	tRNA				CT_t10
NC_000117.1	250370	250442		minus	tRNA-Val	tRNAVal_1	884902	other				CT_t10
NC_000117.1	250554	250694		minus	uncharacterized gene		884903	pseudogene				CT_221.1
NC_000117.1	251252	252064		minus	inclusion membrane protein		884901	protein-coding		NP_219728.1	270	CT_223
NC_000117.1	252455	252898		minus	inclusion membrane protein		884900	protein-coding		NP_219729.1	147	CT_224
NC_000117.1	252989	253357		minus	inclusion membrane protein		884898	protein-coding		NP_219730.1	122	CT_225
NC_000117.1	253456	253986		minus	inclusion membrane protein		884899	protein-coding		NP_219731.1	176	CT_226
NC_000117.1	254102	254503		minus	inclusion membrane protein		884896	protein-coding		NP_219732.1	133	CT_227
NC_000117.1	254774	255364		minus	inclusion membrane protein		884894	protein-coding		NP_219733.1	196	CT_228
NC_000117.1	255514	256161		minus	inclusion membrane protein		884895	protein-coding		NP_219734.1	215	CT_229
NC_000117.1	256387	257634		plus	sodium:dicarboxylate symport protein		884893	protein-coding		NP_219735.1	415	CT_230
